ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CODciudad,NOMCIUDAD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,FAC_T300
2024,07,0001701,2,0103,1,5,20240700017012010313, , ,1,3,3,1,2, ,2,46,3,2,5,10,1977,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,7,5, ,2,2,1,2,1,1,10,7,4, , , , , , , , , , , , ,1,239.61251636973
2024,07,0001701,2,0103,1,5,20240700017012010314, , ,1,4,3,1,2, ,2,45,4,4,10,6,1979,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5131,5610,4, ,3,2,1,4,5,6,6,5,6,5,6,39, ,39,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,301.310273974744
2024,07,0001701,2,0103,1,5,20240700017012010316, , ,1,5,3,1,2, ,1,40,5,5,3,7,1984,1, , , , , , , , , , , , , , , ,5212,4721,2, ,3,2,1,1,0,0,6,5,5,6,5,27, ,36,2,36,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, ,65, , , , ,836, , ,901,901,901,1,396.735847166994
2024,07,0001701,2,0103,1,5,20240700017012010315, , ,1,6,3,1,2, ,1,40,6,6,13,11,1983,1, , , , , , , , , , , , , , , ,7342,1394,2, ,3,2,1,1,0,4,0,0,0,4,4,12,15,27,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , , , , , ,909, , ,909,909,909,1,335.567023808785
2024,07,0001701,2,0104,1,5,20240700017012010411, , ,1,1,1,1,2, ,1,60,1,1,1,10,1963,1, , , , , , , , , , , , , , , ,6222,311,3,5,3,2,1,3,8,9,9,8,9,0,0,43,39,82,1, ,2, ,2,2,2,200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , ,866, , , ,866,866,866,1,364.38084180883
2024,07,0001701,2,0104,1,5,20240700017012010412, , ,1,2,2,1,2, ,2,55,2,2,7,1,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,239.61251636973
2024,07,0001701,2,0104,1,5,20240700017012010413, , ,1,3,3,1,2, ,1,24,3,3,7,3,2000,1, , , , , , , , , , , , , , , ,9112,5510,3,5,3,2,1,4,0,8,0,8,8,0,0,24, ,40,2,40,1,1,1,2,2,150, , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,5,1, , , , , ,650, , , ,650,650,650,1,184.108437512378
2024,07,0001701,2,0104,1,5,20240700017012010414, , ,1,4,3,1,2, ,1,15,4,4,24,4,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,5223,4711,9, ,3,2,1,2,3,2,3,3,2,3,2,18, ,18,1, ,2, ,2, , , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,1, , , , , , , , , ,0,0,0,1,229.56259719104
2024,07,0001701,2,0105,1,5,20240700017012010511, , ,1,1,1,1,2, ,1,49,1,1,8,9,1974,1, , , , , , , , , , , , , , , ,6222,311,2, ,3,2,1,1,4,5,5,4,5,4,5,32, ,40,2,40,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, ,130, , , , ,1249, , ,1379,1379,1379,1,441.312434802415
2024,07,0001701,2,0105,1,5,20240700017012010512, , ,1,2,2,1,2, ,2,45,2,2,12,10,1978,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,2,12,11,11,12,11,12,11,80, ,80,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, ,65, , , , ,670, , ,735,735,735,1,239.61251636973
2024,07,0001701,2,0105,1,5,20240700017012010514, , ,1,3,3,1,2, ,2,15,3,3,14,1,2009,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5213,4781,4, ,3,2,1,2,8,4,4,4,4,4,8,36, ,36,1, ,2, ,2, , , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,190.426415717079
2024,07,0001701,2,0105,1,5,20240700017012010513, , ,1,4,3,1,1, ,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,0001701,2,0105,1,5,20240700017012010515, , ,1,5,4,1,1, ,2,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,0001701,2,0105,1,5,20240700017012010516, , ,1,6,5,1,1, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,0001701,2,0106,1,5,20240700017012010611, , ,1,1,1,1,2, ,1,68,1,1,30,6,1956,1, , , , , , , , , , , , , , , ,6222,311,1, ,3,2,1,2,0,0,5,6,5,6,6,28, ,30,2,30,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, ,52, , , , ,1200, , ,1252,1252,1252,1,441.312434802415
2024,07,0001701,2,0106,2,5,20240700017012010621, , ,1,1,1,1,2, ,1,39,1,1,20,4,1985,1, , , , , , , , , , , , , , , ,8342,8413,3,2, , ,5,9998,0,8,8,8,8,8,6,46,15,61,1, ,2, ,2,2,4,1400, , , , , ,250, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1, , , , ,117,1400, , ,250,1650,1400,1767,1,335.567023808785
2024,07,0001701,2,0106,2,5,20240700017012010622, , ,1,2,2,1,2, ,2,20,2,2,12,9,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,1,13,1,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,8,2, , , , , , , , , , , , ,1,203.84141723178
2024,07,00023,1,0009,1,8,202404000231000911, , ,2,1,1,1,2, ,1,52,1,1,5,6,1972,1, , , , , , , , , , , , , , , ,9211,113,3,5,3,2,1,6,0,5,5,9,9,9,6,43, ,60,2,60,2, ,2,2,2,460, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , ,1992, , , ,1992,1992,1992,1,38.209205019345
2024,07,00023,1,0009,1,8,202404000231000912, , ,2,2,2,1,2, ,2,46,2,2,18,3,1978,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,3, , , , , , , , , , , , ,1,39.76636357735
2024,07,00023,1,0009,1,8,202404000231000913, , ,2,3,3,1,2, ,1,21,3,3,2,6,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,3, , , , , , , , , , , , ,1,61.1861038264239
2024,07,00023,1,0009,1,8,202404000231000914, , ,2,4,3,1,2, ,1,15,4,4,11,2,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,61.1861038264239
2024,07,00023,1,0012,1,8,202404000231001211, , ,2,1,1,1,2, ,1,42,1,1,29,12,1981,1, , , , , , , , , , , , , , , ,6111,113,2, ,3,2,1,1,0,6,6,6,0,6,0,24,27,51,1, ,2, ,2,2, , , , , ,180, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,922,180, ,1102,922,1102,1,121.659314247232
2024,07,00023,1,0012,1,8,202404000231001212, , ,2,2,2,1,2, ,2,32,2,2,10,1,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,70.0257531592235
2024,07,00023,1,0012,1,8,202404000231001213, , ,2,3,3,1,2, ,1,14,3,3,14,4,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,61.1861038264239
2024,07,00023,1,0012,1,8,202404000231001214, , ,2,4,3,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00023,1,0013,1,8,202404000231001311, , ,2,1,1,1,2, ,1,28,1,1,12,8,1995,1, , , , , , , , , , , , , , , ,9211,123,3,5,3,2,1,3,5,8,8,8,8,8,8,53, ,53,1, ,2, ,2,2,2,420, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , ,1819, , , ,1819,1819,1819,1,121.659314247232
2024,07,00023,1,0013,1,8,202404000231001312, , ,2,2,2,1,2, ,2,22,2,2,7,11,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,28.7014645125703
2024,07,00023,1,0013,1,8,202404000231001313, , ,2,3,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00023,1,0014,1,8,202404000231001411, , ,2,1,1,1,2, ,1,57,1,1,14,4,1967,1, , , , , , , , , , , , , , , ,6121,144,2, ,3,2,1,1,7,7,7,7,8,7,7,50, ,50,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,5,1, ,15, , , , ,1110, , ,1125,1125,1125,1,85.9206957077359
2024,07,00023,1,0014,1,8,202404000231001412, , ,2,2,2,1,2, ,2,51,2,2,12,12,1972,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,8,9,9,9,8,6,9,58, ,58,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,750, , , , ,632, , ,1382,1382,1382,1,39.76636357735
2024,07,00023,1,0014,1,8,202404000231001417, , ,2,3,3,1,2, ,2,24,3,3,15,3,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,28.7014645125703
2024,07,00023,1,0014,1,8,202404000231001413, , ,2,4,3,1,2, ,1,18,4,4,2,12,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,61.1861038264239
2024,07,00023,1,0014,1,8,202404000231001414, , ,2,5,3,1,2, ,2,29,5,5,7,2,1995,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,7513,1071,2, ,3,2,1,1,0,0,0,0,0,0,3,3, ,10,2,10,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1, ,43, , , , ,684, , ,727,727,727,1,59.0048819502491
2024,07,00023,1,0014,1,8,202404000231001415, , ,2,6,5,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00023,1,0014,1,8,202404000231001416, , ,2,7,5,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00023,1,0050,1,8,202404000231005011, , ,2,1,1,1,2, ,1,63,1,1,26,2,1961,1, , , , , , , , , , , , , , , ,6111,113,2, ,3,2,1,1,5,8,7,7,8,8,8,51, ,51,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , , ,820, , ,820,820,820,1,38.209205019345
2024,07,00023,1,0050,1,8,202404000231005012, , ,2,2,2,1,2, ,2,52,2,2,22,11,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,39.76636357735
2024,07,00023,1,0051,1,8,202404000231005111, , ,2,1,1,1,2, ,1,63,1,1,21,6,1961,1, , , , , , , , , , , , , , , ,2341,8521,3,2, , ,5,9998,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2,4,3600, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,8,1, , , , ,53,3600, , , ,3600,3600,3653,1,38.209205019345
2024,07,00023,1,0051,1,8,202404000231005112, , ,2,2,2,1,2, ,2,56,2,2,27,5,1968,1, , , , , , , , , , , , , , , ,9112,8521,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,6,1, , , , ,83,2000, , , ,2000,2000,2083,1,39.76636357735
2024,07,00023,1,0051,1,8,202404000231005113, , ,2,3,3,1,1, ,1,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00023,1,0052,1,8,202404000231005211, , ,2,1,1,1,2, ,1,57,1,1,10,8,1966,1, , , , , , , , , , , , , , , ,4417,8521,3,2, , ,5,9998,0,8,8,8,8,8,0,40,24,64,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1, , , , ,83,1025, , ,627,1652,1025,1735,1,38.209205019345
2024,07,00023,1,0052,1,8,202404000231005213, , ,2,2,2,1,1, ,2,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00023,1,0052,1,8,202404000231005212, , ,2,3,3,1,2, ,2,22,3,3,23,12,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,28.7014645125703
2024,07,00023,1,0054,1,8,202404000231005411, , ,2,1,1,1,2, ,1,85,1,1,11,7,1938,1, , , , , , , , , , , , , , , ,9211,113,3,5,3,2,1,2,4,3,4,4,4,4,4,27,2,29,1, ,2, ,2,2,2,350,48, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,2, ,2,2,2,2,2,2,10,7,1,208, , ,3, ,1516, , ,382,2109,1724,2109,1,85.9206957077359
2024,07,0003301,7,0057,1,3,20230400033017005711,48,Tumbes,1,1,1,1,2, ,1,31,1,1,6,6,1993,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,7,2,0,0,0,0,5,14, ,50,2,50,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1, , , , , , ,408, , ,408,408,408,1,18.6973674998611
2024,07,0003301,7,0057,1,3,20230400033017005712,48,Tumbes,1,2,2,1,2, ,2,28,2,2,22,7,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,11, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,8,4, , , , , , , , , , , , ,1,14.9495531377533
2024,07,0003301,7,0057,1,3,20230400033017005713,48,Tumbes,1,3,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,0003301,7,0057,1,3,20230400033017005714,48,Tumbes,1,4,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,0003301,7,0059,1,3,20230400033017005911,48,Tumbes,1,1,1,1,2, ,1,28,1,1,21,1,1996,1, , , , , , , , , , , , , , , ,9211,122,3,5,3,2,1,3,0,6,6,6,6,6,6,36,10,46,1, ,2, ,2,2,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , ,1516, , ,500,2016,1516,2016,1,15.4346620500274
2024,07,0003301,7,0059,1,3,20240400033017005912,48,Tumbes,1,2,7,1,2, ,1,20,2,2,29,9,2003,1, , , , , , , , , , , , , , , ,9211,122,3,5,3,2,1,3,0,0,6,0,6,6,0,18, ,30,2,30,1,1,1,2,2,150, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1, , , , , ,650, , , ,650,650,650,1,15.9925389760264
2024,07,0003301,7,0059,1,3,20230700033017005913,48,Tumbes,1,3,7,1,2, ,2,26,3,3,5,1,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,14.9495531377533
2024,07,0003301,7,0059,1,3,20230700033017005914,48,Tumbes,1,4,8,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,0003301,7,0060,1,3,20230400033017006012,48,Tumbes,1,1,1,1,2, ,2,44,1,1,18,6,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,3, , , , , , , , , , , , ,1,14.9495531377533
2024,07,0003301,7,0060,1,3,20230400033017006011,48,Tumbes,1,2,2,1,2, ,1,46,2,2,25,4,1978,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,8,12,12,12,12,12,12,80,12,92,1, ,2, ,2,2, , , , , ,150, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,1760,150, ,1910,1760,1910,1,12.736702032428
2024,07,0003301,7,0060,1,3,20230400033017006013,48,Tumbes,1,3,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,0003301,7,0060,1,3,20230400033017006014,48,Tumbes,1,4,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,0003301,7,0061,1,3,20230400033017006112,48,Tumbes,1,1,1,1,2, ,2,37,1,1,5,5,1987,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,10,10,10,10,10,7,57, ,57,1, ,2, ,2,1,3,500,72, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,6,1,312, , , , ,1000, , , ,1312,1312,1312,1,16.1116565314303
2024,07,0003301,7,0061,1,3,20230400033017006113,48,Tumbes,1,2,3,1,2, ,1,20,2,2,28,7,2003,1, , , , , , , , , , , , , , , ,9211,122,3,5,3,2,1,2,0,0,5,5,0,0,0,10,30,40,1, ,2, ,2,2,2,120, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , ,520, , ,3767,4287,520,4287,1,15.9925389760264
2024,07,0003301,7,0061,1,3,20230400033017006114,48,Tumbes,1,3,3,1,2, ,2,19,3,3,6,9,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,1,13,5,5,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,2, , , , , , , , , , , , ,1,12.6434221355395
